id,standard,sections,pdf_pages,requirement,applicability,status,code,tests,evidence_level,finding,impact,closure
W-005,CTVS-1,10.1,29,"Destination is C0[Address, Option<BoundedData>]; None requires NoDatum, Some requires equal inline Data, and a hash-only datum is not equivalent.",profile0,aligned,reference/packages/protocol/src/wire/primitives.ts:92; reference/packages/onchain/lib/ctvs/ledger.ak:67,reference/implementations/ctvs1/onchain/validators/state_test.ak:296 (rejects_receiver_datum_hash_or_inline_mismatch); reference/implementations/ctvs2/onchain/validators/claim_test.ak:226 (receiver_datum_must_match_exactly),retained_test,Source implements the specified rule; cited tests exercise the relevant boundary.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-006,CTVS-1,10.1,29,"Asset is exactly C0[] for ADA or C1[B28, bytes0..32] for a native asset, including an empty native asset name.",profile0,aligned,reference/packages/protocol/src/wire/primitives.ts:99; reference/packages/onchain/lib/ctvs/validation.ak:49,docs/reviews/2026-09-18-whitepaper-conformance/probes/wire-client-probe.mjs:62 (empty-native-name; 32-byte-native-name; 33-byte-native-name),executed_probe,Fresh probes accepted empty and 32-byte names and rejected 33 bytes. Byte lengths and constructor arities are checked independently of printable labels.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-007,CTVS-1,10.1; 10.6,28; 29; 32,"OutRef is C0[B32,index], index 0..65535; output selections must also be valid in the actual transaction array.",profile0,aligned,reference/packages/protocol/src/wire/primitives.ts:119; reference/packages/onchain/lib/ctvs/validation.ak:25; reference/packages/onchain/lib/ctvs/ledger.ak:16,"docs/reviews/2026-09-18-whitepaper-conformance/probes/wire-client-probe.mjs:67 (OutRef indices 0, 65535, 65536 and -1); reference/packages/protocol/tests/wire.test.ts:381 (rejects wrong arity, list type and invalid nested indices)",executed_probe,Fresh scalar probes accepted 0 and 65535 and rejected 65536 and -1. Onchain output lookup additionally fails when the selected index is absent.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-008,CTVS-1,10.1,29,Settlers is Any C0[] or KeySet C1[list B28] with 1..16 lexicographically sorted unique keys.,profile0,aligned,reference/packages/protocol/src/wire/terms.ts:20; reference/packages/onchain/lib/ctvs/validation.ak:165,"reference/packages/onchain/lib/tests/validation_test.ak:140 (key_sets_are_bounded_sorted_and_unique); reference/packages/protocol/tests/wire.test.ts:188 (enforces settler key cardinality, ordering, duplicates and decoder list shape)",retained_test,Source implements the specified rule; cited tests exercise the relevant boundary.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-009,CTVS-1,10.1,29,Network domain is a deployment convention; offchain construction must verify the chosen network rather than infer an onchain network identifier from Address Data.,acceptance,partial,reference/packages/planning/src/context.ts:50; reference/packages/planning/src/plan.ts:65; reference/packages/planning/src/plan.ts:87; reference/testing/fixtures/vault.ts:179,,source,The planners compare caller-supplied domain/name and explicitly emit verifiedOnLedger:false. The harness chooses its isolated emulator. No public network adapter authenticates a real chain-domain binding in this implementation.,A matching caller-supplied label is not verified network identity. Current plans accurately leave this unresolved.,Supply and test a real provider/network-domain binding before advertising network deployment.
W-010,CTVS-1,10.2,29,"Terms is C0 with exactly thirteen ordered fields, profile exactly 0 and network_domain exactly 32 bytes.",profile0,aligned,reference/packages/protocol/src/wire/terms.ts:44; reference/packages/protocol/src/wire/terms.ts:65; reference/packages/onchain/lib/ctvs/wire.ak:25; reference/packages/onchain/lib/ctvs/validation.ak:186,docs/reviews/2026-09-18-whitepaper-conformance/probes/wire-client-probe.mjs:25 (Terms and nested Terms in Config recursive append rejection); reference/packages/onchain/lib/tests/validation_test.ak:552 (scoped_config_decoder_rejects_extra_nested_terms_field),executed_probe,Both decoders enforce exact field order and arity; the fresh corpus rejected the top-level and nested Terms extensions.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-011,CTVS-1,10.2,29,"Terms fixes virtual assets at one, virtual_shares in Q+, max_backing as Option<Q>, and entry/exit fees in 0..9999.",profile0,aligned,reference/packages/protocol/src/wire/terms.ts:50; reference/packages/onchain/lib/ctvs/validation.ak:189; reference/packages/onchain/lib/ctvs/math.ak:12,"reference/packages/onchain/lib/tests/validation_test.ak:132 (terms_reject_unknown_modes_profiles_and_invalid_cap); reference/packages/protocol/tests/wire.test.ts:204 (limits quantities, aggregate reserves, fees and operation modes)",retained_test,Source implements the specified rule; cited tests exercise the relevant boundary.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-012,CTVS-1,10.2,29,Terms fee_destination uses exact Destination and pause_key is Option<B28>; descriptor_hash is Option<B32> metadata with no executable custody authority.,profile0,aligned,reference/packages/protocol/src/wire/terms.ts:54; reference/packages/onchain/lib/ctvs/validation.ak:192; reference/packages/onchain/lib/ctvs/wire.ak:25,"reference/packages/protocol/tests/wire.test.ts:122 (roundtrips present options, credential families and bounded inline datum); docs/reviews/2026-09-18-whitepaper-conformance/probes/wire-client-probe.mjs:25 (Terms nested option and destination append rejection)",source,Only the committed fields reach validators. No source executes descriptor metadata or resolves a replacement script from it.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-013,CTVS-1,10.2; 10.4,29; 30; 31,"Wire Terms admits exactly mode integers 1..15 and max_batch 1..16; mode bits are 1 direct entry, 2 direct exit, 4 async entry and 8 async exit.",profile0,aligned,reference/packages/protocol/src/wire/terms.ts:57; reference/packages/onchain/lib/ctvs/validation.ak:197; reference/packages/onchain/lib/ctvs/wire.ak:124,"reference/packages/onchain/lib/tests/validation_test.ak:132 (terms_reject_unknown_modes_profiles_and_invalid_cap); reference/packages/protocol/tests/wire.test.ts:204 (limits quantities, aggregate reserves, fees and operation modes)",retained_test,Shared wire accepts all specified combinations and rejects unknown bits. Deployment families impose the further advertised subset recorded in W-038.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-014,CTVS-1,10.2,29; 30,"Config is C3[magic,version,policy,seed,terms_hash,Terms,storage] with exactly seven fields; positive Q storage and normalized size at most 4608.",profile0,aligned,reference/packages/protocol/src/wire/state.ts:17; reference/packages/protocol/src/wire/state.ts:34; reference/packages/onchain/lib/ctvs/decode.ak:91; reference/packages/onchain/lib/ctvs/validation.ak:212,docs/reviews/2026-09-18-whitepaper-conformance/probes/wire-client-probe.mjs:25 (Config recursive extra-field rejection corpus); reference/packages/onchain/lib/tests/validation_test.ak:442 (scoped_decoders_preserve_all_public_datum_tags_and_fields),executed_probe,"Exact seven-field shape, recursive Terms decoding, positive reserve and builtin-normalized byte cap agree.",No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-015,CTVS-1,4.2; 10.2,14; 15; 29; 30,"Config commitment must match authenticated program parameters and seed, with exactly its ADA reserve and ID(1), enterprise F_lock address, inline datum and no attached reference script.",profile0,aligned,reference/packages/onchain/lib/ctvs/genesis.ak:44; reference/packages/onchain/lib/ctvs/state_core.ak:13; reference/packages/onchain/lib/ctvs/state_core.ak:40,reference/implementations/ctvs1/onchain/validators/state_test.ak:484 (rejects_config_at_wrong_lock); reference/implementations/ctvs1/onchain/validators/state_test.ak:502 (rejects_config_without_identity); reference/implementations/ctvs1/onchain/validators/state_test.ak:520 (rejects_config_with_modified_terms),retained_test,Genesis and ongoing State authentication compare seed/hK to applied parameters after validating the self-contained Config. Authentication does not rest on datum self-consistency alone.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-016,CTVS-1,10.3,30,"State is exactly C0[magic,version,policy,hK,sequence,A,S,F,R,pause], with no extensions, mutable asset, mutable destination or epoch field; quantities are Q, R positive and pause flags 0..3.",profile0,aligned,reference/packages/onchain/lib/ctvs/wire.ak:70; reference/packages/onchain/lib/ctvs/decode.ak:75; reference/packages/onchain/lib/ctvs/validation.ak:232; reference/packages/protocol/src/wire/state.ts:47,reference/packages/onchain/lib/tests/validation_test.ak:285 (decoder_rejects_extra_and_missing_state_fields); docs/reviews/2026-09-18-whitepaper-conformance/probes/wire-client-probe.mjs:25 (State extra-field rejection),executed_probe,The ten-field record is closed. Public State codec is structural; asset-dependent physical checks occur in authenticated state validation.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-017,CTVS-1,10.3; 10.6,30; 32,"Bound aggregate physical balances, not only fields: ADA State is A+F+R lovelace, native State is A+F underlying plus R lovelace; require STATE(1), no other tokens, no stake and no reference script.",profile0,aligned,reference/packages/onchain/lib/ctvs/validation.ak:246; reference/packages/onchain/lib/ctvs/ledger.ak:97; reference/packages/onchain/lib/ctvs/ledger.ak:116; reference/packages/planning/src/context.ts:72,reference/packages/onchain/lib/tests/validation_test.ak:148 (state_checks_physical_sum_for_each_underlying); reference/implementations/ctvs1/onchain/validators/state_test.ak:321 (rejects_wrong_state_value); reference/implementations/ctvs1/onchain/validators/state_test.ak:535 (rejects_reference_script_on_state),retained_test,Source implements the specified rule; cited tests exercise the relevant boundary.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
W-018,CTVS-1,10.3,30,Every accounting transition increments sequence once and preserves immutable fields; ordinary actions preserve R and only explicit reserve top-up increases R.,profile0,aligned,reference/packages/onchain/lib/ctvs/state_core.ak:104; reference/packages/onchain/lib/ctvs/state_core.ak:166,reference/implementations/ctvs1/onchain/validators/state_test.ak:268 (pause_and_topup_preserve_economics); reference/implementations/ctvs1/onchain/validators/state_test.ak:336 (rejects_reserve_drain); reference/implementations/ctvs1/onchain/validators/state_test.ak:349 (rejects_wrong_sequence),retained_test,Closed successor construction carries policy/hK and tracks reserve changes explicitly. Economic/action details are covered further by the CTVS-1 and CTVS-2 reviews.,No discrepancy identified within the stated source and test scope.,Retain the cited regression coverage.
